observation_id,endemic,binomial_name,country,code,class_id,file_path
60307701,False,Natrix natrix,Hesse,DE,1005,2005/Natrix_natrix/96420383.jpeg
37401499,False,Natrix natrix,Lower Austria,AT,1005,2005/Natrix_natrix/59286243.jpg
59207379,False,Natrix natrix,Burgenland,AT,1005,2005/Natrix_natrix/94589311.jpg
46849370,False,Natrix natrix,Afyonkarahisar,TR,1005,2005/Natrix_natrix/74299881.jpg
13666304,False,Natrix natrix,South Denmark,DK,1005,2005/Natrix_natrix/20124188.jpg
34728233,False,Natrix natrix,Chuvashia,RU,1005,2005/Natrix_natrix/54691882.jpg
60301876,False,Natrix natrix,Jihocesky,CZ,1005,2005/Natrix_natrix/96411534.jpeg
1418861,False,Natrix natrix,Central Serbia,RS,1005,2006/Natrix_natrix/1755531.jpg
1418861,False,Natrix natrix,Central Serbia,RS,1005,2006/Natrix_natrix/1755532.jpg
1418861,False,Natrix natrix,Central Serbia,RS,1005,2006/Natrix_natrix/1770762.jpg
17906210,False,Natrix natrix,Chuvashia,RU,1005,2006/Natrix_natrix/27349566.jpg
57665846,False,Natrix natrix,Lower Austria,AT,1005,2006/Natrix_natrix/92002808.jpg
565040,False,Natrix natrix,Kalbacar Rayonu,AZ,1005,2006/Natrix_natrix/718659.JPG
64950209,False,Natrix natrix,Karlovacka,HR,1005,2006/Natrix_natrix/104497632.jpeg
57913130,False,Natrix natrix,Astara,AZ,1005,2006/Natrix_natrix/92417954.jpg
47540420,False,Natrix natrix,Zealand,DK,1005,2006/Natrix_natrix/75402249.jpg
47540424,False,Natrix natrix,Zealand,DK,1005,2006/Natrix_natrix/75402264.jpg
36154081,False,Natrix natrix,Cahul,MD,1005,2007/Natrix_natrix/57115196.jpeg
36154082,False,Natrix natrix,Galati,RO,1005,2007/Natrix_natrix/57115199.jpeg
52909289,False,Natrix natrix,Tulcea,RO,1005,2007/Natrix_natrix/84042905.jpg
52909292,False,Natrix natrix,Tulcea,RO,1005,2007/Natrix_natrix/84042961.jpg
52909292,False,Natrix natrix,Tulcea,RO,1005,2007/Natrix_natrix/84042983.jpg
52909293,False,Natrix natrix,Tulcea,RO,1005,2007/Natrix_natrix/84042972.jpg
52909293,False,Natrix natrix,Tulcea,RO,1005,2007/Natrix_natrix/84042946.jpg
52909293,False,Natrix natrix,Tulcea,RO,1005,2007/Natrix_natrix/84042928.jpg
49104878,False,Natrix natrix,Kharkiv,UA,1005,2007/Natrix_natrix/77944230.jpg
49104960,False,Natrix natrix,Kharkiv,UA,1005,2007/Natrix_natrix/77944685.jpg
60301394,False,Natrix natrix,Jihocesky,CZ,1005,2007/Natrix_natrix/96411271.jpeg
41319354,False,Natrix natrix,Crimea,UA,1005,2007/Natrix_natrix/65536926.jpeg
18820436,False,Natrix natrix,Chuvashia,RU,1005,2007/Natrix_natrix/28828145.jpeg
18820436,False,Natrix natrix,Chuvashia,RU,1005,2007/Natrix_natrix/28828146.jpeg
36154084,False,Natrix natrix,Galati,RO,1005,2007/Natrix_natrix/57115204.jpeg
36154086,False,Natrix natrix,Cahul,MD,1005,2007/Natrix_natrix/57115208.jpeg
64108040,False,Natrix natrix,Lower Austria,AT,1005,2007/Natrix_natrix/103009053.jpg
66930921,False,Natrix natrix,Pozesko-Slavonska,HR,1005,2007/Natrix_natrix/108013232.jpeg
66930921,False,Natrix natrix,Pozesko-Slavonska,HR,1005,2007/Natrix_natrix/108013324.jpeg
49101061,False,Natrix natrix,Kharkiv,UA,1005,2007/Natrix_natrix/77939264.jpeg
42467470,False,Natrix natrix,Capital Region,DK,1005,2007/Natrix_natrix/67431317.jpeg
49052560,False,Natrix natrix,Kharkiv,UA,1005,2007/Natrix_natrix/77858738.jpeg
27340965,False,Natrix natrix,Central Bohemia,CZ,1005,2007/Natrix_natrix/42528591.jpeg
73833644,False,Natrix natrix,Lower Austria,AT,1005,2007/Natrix_natrix/120597809.jpeg
73833644,False,Natrix natrix,Lower Austria,AT,1005,2007/Natrix_natrix/120597980.jpeg
73833644,False,Natrix natrix,Lower Austria,AT,1005,2007/Natrix_natrix/120597983.jpeg
73833644,False,Natrix natrix,Lower Austria,AT,1005,2007/Natrix_natrix/120597993.jpeg
73833644,False,Natrix natrix,Lower Austria,AT,1005,2007/Natrix_natrix/120598001.jpeg
91133478,False,Natrix natrix,Baden-Wuerttemberg,DE,1005,2008/Natrix_natrix/150695220.jpeg
91133478,False,Natrix natrix,Baden-Wuerttemberg,DE,1005,2008/Natrix_natrix/150695255.jpeg
9648831,False,Natrix natrix,Kharkiv,UA,1005,2008/Natrix_natrix/13179713.jpeg
32601046,False,Natrix natrix,Central Serbia,RS,1005,2008/Natrix_natrix/51146649.jpg
32601046,False,Natrix natrix,Central Serbia,RS,1005,2008/Natrix_natrix/51146802.jpg
101406102,False,Natrix natrix,Kiev,UA,1005,2008/Natrix_natrix/169352498.jpg
101406102,False,Natrix natrix,Kiev,UA,1005,2008/Natrix_natrix/169353296.jpg
101406102,False,Natrix natrix,Kiev,UA,1005,2008/Natrix_natrix/169353300.jpg
61776617,False,Natrix natrix,Lower Austria,AT,1005,2008/Natrix_natrix/98949123.jpg
63707121,False,Natrix natrix,Lower Austria,AT,1005,2008/Natrix_natrix/102290481.jpg
63707121,False,Natrix natrix,Lower Austria,AT,1005,2008/Natrix_natrix/102290905.jpg
63707121,False,Natrix natrix,Lower Austria,AT,1005,2008/Natrix_natrix/102290901.jpg
44595332,False,Natrix natrix,Jihocesky,CZ,1005,2008/Natrix_natrix/70701531.jpg
1487307,False,Natrix natrix,North Aegean,GR,1005,2008/Natrix_natrix/1843110.jpg
21315917,False,Natrix natrix,Chuvashia,RU,1005,2008/Natrix_natrix/32964017.jpg
39961404,False,Natrix natrix,Brandenburg,DE,1005,2008/Natrix_natrix/63455770.jpeg
27742759,False,Natrix natrix,Capital Region,DK,1005,2008/Natrix_natrix/43192889.jpeg
40237680,False,Natrix natrix,Greater Poland Voivodeship,PL,1005,2008/Natrix_natrix/63920435.jpeg
40237680,False,Natrix natrix,Greater Poland Voivodeship,PL,1005,2008/Natrix_natrix/63920472.jpeg
40237680,False,Natrix natrix,Greater Poland Voivodeship,PL,1005,2008/Natrix_natrix/63920441.jpeg
40237680,False,Natrix natrix,Greater Poland Voivodeship,PL,1005,2008/Natrix_natrix/63920449.jpeg
40237680,False,Natrix natrix,Greater Poland Voivodeship,PL,1005,2008/Natrix_natrix/63920460.jpeg
40237680,False,Natrix natrix,Greater Poland Voivodeship,PL,1005,2008/Natrix_natrix/63920467.jpeg
26281271,False,Natrix natrix,Galati,RO,1005,2008/Natrix_natrix/40795019.jpg
55180475,False,Natrix natrix,Bashkortostan,RU,1005,2008/Natrix_natrix/87845406.jpg
68102135,False,Natrix natrix,Zhytomyr,UA,1005,2008/Natrix_natrix/110190358.jpeg
47763723,False,Natrix natrix,Volyn,UA,1005,2008/Natrix_natrix/75765667.jpeg
82169697,False,Natrix natrix,OEstergoetland,SE,1005,2008/Natrix_natrix/134839926.jpeg
80240030,False,Natrix natrix,Lower Austria,AT,1005,2008/Natrix_natrix/131497590.jpg
27782765,False,Natrix natrix,Limassol,CY,1005,2008/Natrix_natrix/43260484.jpg
71362089,False,Natrix natrix,unknown,LT,1005,2008/Natrix_natrix/116176034.jpeg
19175023,False,Natrix natrix,East Macedonia and Thrace,GR,1005,2008/Natrix_natrix/29445876.jpg
19175023,False,Natrix natrix,East Macedonia and Thrace,GR,1005,2008/Natrix_natrix/29445878.jpg
70054752,False,Natrix natrix,Tulcea,RO,1005,2008/Natrix_natrix/113812687.jpeg
70054752,False,Natrix natrix,Tulcea,RO,1005,2008/Natrix_natrix/113812767.jpeg
45727393,False,Natrix natrix,Tulcea,RO,1005,2008/Natrix_natrix/72517848.jpeg
42468250,False,Natrix natrix,Capital Region,DK,1005,2009/Natrix_natrix/67432319.jpg
44237926,False,Natrix natrix,Kralovehradecky,CZ,1005,2009/Natrix_natrix/70138453.jpg
71482586,False,Natrix natrix,Mecklenburg-Vorpommern,DE,1005,2009/Natrix_natrix/116389348.jpeg
74059324,False,Natrix natrix,Mecklenburg-Vorpommern,DE,1005,2009/Natrix_natrix/120996153.jpeg
18731655,False,Natrix natrix,Stockholm,SE,1005,2009/Natrix_natrix/28681888.jpg
41704988,False,Natrix natrix,South Moravian,CZ,1005,2009/Natrix_natrix/66164308.jpg
64108052,False,Natrix natrix,Lower Austria,AT,1005,2009/Natrix_natrix/103010353.jpeg
21940546,False,Natrix natrix,Chuvashia,RU,1005,2009/Natrix_natrix/34001846.jpeg
33696309,False,Natrix natrix,Vologda,RU,1005,2009/Natrix_natrix/52951351.jpeg
33696309,False,Natrix natrix,Vologda,RU,1005,2009/Natrix_natrix/53029671.jpeg
14398188,False,Natrix natrix,Zealand,DK,1005,2009/Natrix_natrix/21413852.jpg
14398189,False,Natrix natrix,Zealand,DK,1005,2009/Natrix_natrix/21413870.jpg
32115951,False,Natrix natrix,unknown,LT,1005,2009/Natrix_natrix/50339528.jpeg
47540431,False,Natrix natrix,Zealand,DK,1005,2009/Natrix_natrix/75402291.jpg
47540435,False,Natrix natrix,Zealand,DK,1005,2009/Natrix_natrix/75402325.jpg
70281830,False,Natrix natrix,Vinnyts'ka,UA,1005,2009/Natrix_natrix/114220647.jpeg
66052509,False,Natrix natrix,Karlovacka,HR,1005,2009/Natrix_natrix/106402601.jpeg
68329361,False,Natrix natrix,Krasnodarskiy,RU,1005,2009/Natrix_natrix/110611295.jpeg
9648834,False,Natrix natrix,Kharkiv,UA,1005,2009/Natrix_natrix/13179716.jpeg
61481515,False,Natrix natrix,Saxony,DE,1005,2009/Natrix_natrix/98389879.jpeg
61481515,False,Natrix natrix,Saxony,DE,1005,2009/Natrix_natrix/98390043.jpeg
5402661,False,Natrix natrix,Gaevleborg,SE,1005,2009/Natrix_natrix/6639871.jpg
5402661,False,Natrix natrix,Gaevleborg,SE,1005,2009/Natrix_natrix/6646895.jpg
5402661,False,Natrix natrix,Gaevleborg,SE,1005,2009/Natrix_natrix/6646896.jpg
5402661,False,Natrix natrix,Gaevleborg,SE,1005,2009/Natrix_natrix/6646898.jpg
5402661,False,Natrix natrix,Gaevleborg,SE,1005,2009/Natrix_natrix/6646899.jpg
2503503,False,Natrix natrix,Soedermanland,SE,1005,2009/Natrix_natrix/2810630.jpg
62386135,False,Natrix natrix,Poltava,UA,1005,2009/Natrix_natrix/99948866.jpg
89176737,False,Natrix natrix,Bavaria,DE,1005,2009/Natrix_natrix/147236309.jpg
54854677,False,Natrix natrix,Stockholm,SE,1005,2009/Natrix_natrix/87306443.jpg
105312994,False,Natrix natrix,Bavaria,DE,1005,2009/Natrix_natrix/176675434.jpeg
142638,False,Natrix natrix,Novosibirsk,RU,1005,2009/Natrix_natrix/197467.jpg
10204140,False,Natrix natrix,Central Macedonia,GR,1005,2009/Natrix_natrix/14097556.jpeg
54137590,False,Natrix natrix,Bavaria,DE,1005,2009/Natrix_natrix/86126279.jpg
37821393,False,Natrix natrix,Burgenland,AT,1005,2010/Natrix_natrix/60035888.jpeg
37821393,False,Natrix natrix,Burgenland,AT,1005,2010/Natrix_natrix/60035947.jpeg
37821393,False,Natrix natrix,Burgenland,AT,1005,2010/Natrix_natrix/60035980.jpeg
37821393,False,Natrix natrix,Burgenland,AT,1005,2010/Natrix_natrix/60036038.jpeg
9810086,False,Natrix natrix,Silesian Voivodeship,PL,1005,2010/Natrix_natrix/13424598.jpeg
42017030,False,Natrix natrix,Penza,RU,1005,2010/Natrix_natrix/66676333.jpeg
69418612,False,Natrix natrix,Cherkasy,UA,1005,2010/Natrix_natrix/112626993.jpeg
78430554,False,Natrix natrix,Perm,RU,1005,2010/Natrix_natrix/128356837.jpg
12539343,False,Natrix natrix,Baden-Wuerttemberg,DE,1005,2010/Natrix_natrix/18111679.jpg
12539343,False,Natrix natrix,Baden-Wuerttemberg,DE,1005,2010/Natrix_natrix/28581778.jpeg
12539343,False,Natrix natrix,Baden-Wuerttemberg,DE,1005,2010/Natrix_natrix/28581787.jpeg
70112069,False,Natrix natrix,Crimea,UA,1005,2010/Natrix_natrix/113916647.jpg
17132412,False,Natrix natrix,Banskobystricky,SK,1005,2010/Natrix_natrix/25950097.jpg
17132588,False,Natrix natrix,Banskobystricky,SK,1005,2010/Natrix_natrix/25950598.jpeg
17132610,False,Natrix natrix,Banskobystricky,SK,1005,2010/Natrix_natrix/25950663.jpeg
38724966,False,Natrix natrix,Chuvashia,RU,1005,2010/Natrix_natrix/61590478.jpg
66698518,False,Natrix natrix,Syunik'i Marz,AM,1005,2010/Natrix_natrix/107582528.jpeg
56716,False,Natrix natrix,Tavush,AM,1005,2010/Natrix_natrix/89227.jpg
56716,False,Natrix natrix,Tavush,AM,1005,2010/Natrix_natrix/45027845.jpg
24782552,False,Natrix natrix,Lower Austria,AT,1005,2010/Natrix_natrix/38327283.jpeg
47540432,False,Natrix natrix,Zealand,DK,1005,2010/Natrix_natrix/75402307.jpg
17132824,False,Natrix natrix,Banskobystricky,SK,1005,2010/Natrix_natrix/25951081.jpeg
15625243,False,Natrix natrix,Vitebsk,BY,1005,2010/Natrix_natrix/23353790.jpeg
15625243,False,Natrix natrix,Vitebsk,BY,1005,2010/Natrix_natrix/23353796.jpeg
17132850,False,Natrix natrix,Banskobystricky,SK,1005,2010/Natrix_natrix/25951135.jpeg
17132868,False,Natrix natrix,Banskobystricky,SK,1005,2010/Natrix_natrix/25951195.jpeg
66038326,False,Natrix natrix,Kirov,RU,1005,2010/Natrix_natrix/106374915.jpg
66038326,False,Natrix natrix,Kirov,RU,1005,2010/Natrix_natrix/106374911.jpg
66038326,False,Natrix natrix,Kirov,RU,1005,2010/Natrix_natrix/106374921.jpg
66038326,False,Natrix natrix,Kirov,RU,1005,2010/Natrix_natrix/106374930.jpg
66038326,False,Natrix natrix,Kirov,RU,1005,2010/Natrix_natrix/106374932.jpg
66038326,False,Natrix natrix,Kirov,RU,1005,2010/Natrix_natrix/106374934.jpg
17132900,False,Natrix natrix,Banskobystricky,SK,1005,2010/Natrix_natrix/25951257.jpeg
17132924,False,Natrix natrix,Banskobystricky,SK,1005,2010/Natrix_natrix/25951311.jpeg
17132966,False,Natrix natrix,Banskobystricky,SK,1005,2010/Natrix_natrix/25951390.jpeg
42423337,False,Natrix natrix,Buzau,RO,1005,2010/Natrix_natrix/67358081.jpg
48423667,False,Natrix natrix,Subcarpathian Voivodeship,PL,1005,2010/Natrix_natrix/76835653.jpeg
97092733,False,Natrix natrix,Salzburg,AT,1005,2010/Natrix_natrix/161396855.png
15873560,False,Natrix natrix,Izmir,TR,1005,2010/Natrix_natrix/23735911.jpg
17133004,False,Natrix natrix,Nitriansky,SK,1005,2010/Natrix_natrix/25951446.jpeg
17133068,False,Natrix natrix,Nitriansky,SK,1005,2010/Natrix_natrix/25951540.jpeg
17133091,False,Natrix natrix,Nitriansky,SK,1005,2010/Natrix_natrix/25951596.jpeg
7797013,False,Natrix natrix,unknown,LT,1005,2010/Natrix_natrix/10252271.jpeg
7797013,False,Natrix natrix,unknown,LT,1005,2010/Natrix_natrix/10252297.jpeg
66473257,False,Natrix natrix,Crimea,UA,1005,2010/Natrix_natrix/107167072.jpeg
66055177,False,Natrix natrix,Karlovacka,HR,1005,2010/Natrix_natrix/106406578.jpeg
66055177,False,Natrix natrix,Karlovacka,HR,1005,2010/Natrix_natrix/106406585.jpeg
90754145,False,Natrix natrix,Greater Poland Voivodeship,PL,1005,2011/Natrix_natrix/150019496.jpg
9113552,False,Natrix natrix,Veneto,IT,1005,2011/Natrix_natrix/12313156.jpg
9113552,False,Natrix natrix,Veneto,IT,1005,2011/Natrix_natrix/12313174.jpeg
27312791,False,Natrix natrix,Kalmar,SE,1005,2011/Natrix_natrix/42483268.jpeg
45860562,False,Natrix natrix,Varsinais-Suomi,FI,1005,2011/Natrix_natrix/72736049.jpg
1700043,False,Natrix natrix,Skane,SE,1005,2011/Natrix_natrix/2057911.jpg
81836382,False,Natrix natrix,Chernihiv,UA,1005,2011/Natrix_natrix/134256704.jpeg
13294569,False,Natrix natrix,Akershus,NO,1005,2011/Natrix_natrix/19466909.jpeg
21259158,False,Natrix natrix,Chuvashia,RU,1005,2011/Natrix_natrix/32866125.jpeg
44501059,False,Natrix natrix,South Moravian,CZ,1005,2011/Natrix_natrix/70555757.jpg
51508045,False,Natrix natrix,Ustecky,CZ,1005,2011/Natrix_natrix/81839784.jpeg
52661879,False,Natrix natrix,Bashkortostan,RU,1005,2011/Natrix_natrix/83730218.jpeg
62284,False,Natrix natrix,Korce,AL,1005,2011/Natrix_natrix/95879.JPG
13890088,False,Natrix natrix,Fejer,HU,1005,2011/Natrix_natrix/20512676.jpeg
45957753,False,Natrix natrix,Varsinais-Suomi,FI,1005,2011/Natrix_natrix/72891196.jpg
104855324,False,Natrix natrix,Kirov,RU,1005,2011/Natrix_natrix/175792408.jpg
104855324,False,Natrix natrix,Kirov,RU,1005,2011/Natrix_natrix/175792410.jpg
104855324,False,Natrix natrix,Kirov,RU,1005,2011/Natrix_natrix/175792412.jpg
104855324,False,Natrix natrix,Kirov,RU,1005,2011/Natrix_natrix/175792417.jpg
104855324,False,Natrix natrix,Kirov,RU,1005,2011/Natrix_natrix/175792422.jpg
104855324,False,Natrix natrix,Kirov,RU,1005,2011/Natrix_natrix/175792425.jpg
104855324,False,Natrix natrix,Kirov,RU,1005,2011/Natrix_natrix/175792426.jpg
18819818,False,Natrix natrix,Chuvashia,RU,1005,2011/Natrix_natrix/28827165.jpeg
18819818,False,Natrix natrix,Chuvashia,RU,1005,2011/Natrix_natrix/28827170.jpeg
18819818,False,Natrix natrix,Chuvashia,RU,1005,2011/Natrix_natrix/28827172.jpeg
18819818,False,Natrix natrix,Chuvashia,RU,1005,2011/Natrix_natrix/28827167.jpeg
18819818,False,Natrix natrix,Chuvashia,RU,1005,2011/Natrix_natrix/28827169.jpeg
55024207,False,Natrix natrix,Kiev,UA,1005,2011/Natrix_natrix/87589721.jpeg
55024207,False,Natrix natrix,Kiev,UA,1005,2011/Natrix_natrix/87590220.jpeg
46070544,False,Natrix natrix,Varsinais-Suomi,FI,1005,2011/Natrix_natrix/73072797.jpg
61287609,False,Natrix natrix,Saxony,DE,1005,2011/Natrix_natrix/98057026.jpeg
39976220,False,Natrix natrix,Lankaran,AZ,1005,2011/Natrix_natrix/63480334.jpeg
39981591,False,Natrix natrix,Lankaran,AZ,1005,2011/Natrix_natrix/63489113.jpeg
71363733,False,Natrix natrix,Baden-Wuerttemberg,DE,1005,2011/Natrix_natrix/116178782.jpeg
3912278,False,Natrix natrix,Zagrebacka,HR,1005,2011/Natrix_natrix/4600392.jpeg
3912278,False,Natrix natrix,Zagrebacka,HR,1005,2011/Natrix_natrix/4600479.jpeg
30835604,False,Natrix natrix,Podlasie,PL,1005,2011/Natrix_natrix/48199316.jpeg
30835604,False,Natrix natrix,Podlasie,PL,1005,2011/Natrix_natrix/48199349.jpeg
45962219,False,Natrix natrix,Varsinais-Suomi,FI,1005,2011/Natrix_natrix/72897891.jpg
72012965,False,Natrix natrix,Trentino-Alto Adige,IT,1005,2011/Natrix_natrix/117339916.jpeg
36154088,False,Natrix natrix,Tulcea,RO,1005,2011/Natrix_natrix/57115214.jpeg
36154089,False,Natrix natrix,Tulcea,RO,1005,2011/Natrix_natrix/57115220.jpeg
18810162,False,Natrix natrix,Cherkasy,UA,1005,2011/Natrix_natrix/28810839.jpeg
18810162,False,Natrix natrix,Cherkasy,UA,1005,2011/Natrix_natrix/28810947.jpeg
104453387,False,Natrix natrix,Mogilev,BY,1005,2011/Natrix_natrix/175026166.jpeg
104453387,False,Natrix natrix,Mogilev,BY,1005,2011/Natrix_natrix/175026188.jpeg
104453387,False,Natrix natrix,Mogilev,BY,1005,2011/Natrix_natrix/175026189.jpeg
104453387,False,Natrix natrix,Mogilev,BY,1005,2011/Natrix_natrix/175026192.jpeg
104453387,False,Natrix natrix,Mogilev,BY,1005,2011/Natrix_natrix/175026194.jpeg
104453387,False,Natrix natrix,Mogilev,BY,1005,2011/Natrix_natrix/175026197.jpeg
104453387,False,Natrix natrix,Mogilev,BY,1005,2011/Natrix_natrix/175026201.jpeg
104453387,False,Natrix natrix,Mogilev,BY,1005,2011/Natrix_natrix/175026206.jpeg
104453387,False,Natrix natrix,Mogilev,BY,1005,2011/Natrix_natrix/175026208.jpeg
104453387,False,Natrix natrix,Mogilev,BY,1005,2011/Natrix_natrix/175026212.jpeg
104453387,False,Natrix natrix,Mogilev,BY,1005,2011/Natrix_natrix/175026218.jpeg
104453387,False,Natrix natrix,Mogilev,BY,1005,2011/Natrix_natrix/175026223.jpeg
78618593,False,Natrix natrix,Lower Austria,AT,1005,2011/Natrix_natrix/128683798.jpg
31712,False,Natrix natrix,Stockholm,SE,1005,2011/Natrix_natrix/54696.JPG
56922891,False,Natrix natrix,Kiev,UA,1005,2011/Natrix_natrix/90750286.jpeg
56922891,False,Natrix natrix,Kiev,UA,1005,2011/Natrix_natrix/90751209.jpeg
62669025,False,Natrix natrix,Central Macedonia,GR,1005,2011/Natrix_natrix/100449425.jpg
19489335,False,Natrix natrix,Central Jutland,DK,1005,2012/Natrix_natrix/29988469.jpg
101894202,False,Natrix natrix,Veneto,IT,1005,2012/Natrix_natrix/170223191.jpg
101894202,False,Natrix natrix,Veneto,IT,1005,2012/Natrix_natrix/170223421.jpg
71204426,False,Natrix natrix,Styria,AT,1005,2012/Natrix_natrix/115886918.jpeg
71204426,False,Natrix natrix,Styria,AT,1005,2012/Natrix_natrix/115886930.jpeg
21020312,False,Natrix natrix,Chuvashia,RU,1005,2012/Natrix_natrix/32468334.jpeg
21020312,False,Natrix natrix,Chuvashia,RU,1005,2012/Natrix_natrix/32468331.jpeg
21020312,False,Natrix natrix,Chuvashia,RU,1005,2012/Natrix_natrix/32468338.jpeg
100192060,False,Natrix natrix,Brest,BY,1005,2012/Natrix_natrix/167184295.jpg
4064664,False,Natrix natrix,Central Serbia,RS,1005,2012/Natrix_natrix/4816503.jpeg
20421118,False,Natrix natrix,Jaroslavl,RU,1005,2012/Natrix_natrix/31531241.jpg
93469122,False,Natrix natrix,Poltava,UA,1005,2012/Natrix_natrix/154908910.jpeg
93469122,False,Natrix natrix,Poltava,UA,1005,2012/Natrix_natrix/154908922.jpeg
77368,False,Natrix natrix,Cetinje,ME,1005,2012/Natrix_natrix/114620.jpg
79988,False,Natrix natrix,Cetinje,ME,1005,2012/Natrix_natrix/117852.jpg
29472508,False,Natrix natrix,Pomeranian Voivodeship,PL,1005,2012/Natrix_natrix/45996518.jpeg
105151915,False,Natrix natrix,Veneto,IT,1005,2012/Natrix_natrix/176364967.jpg
79984,False,Natrix natrix,Tavush,AM,1005,2012/Natrix_natrix/117855.jpg
79984,False,Natrix natrix,Tavush,AM,1005,2012/Natrix_natrix/118318.jpg
21053324,False,Natrix natrix,Chuvashia,RU,1005,2012/Natrix_natrix/32525883.jpeg
21053324,False,Natrix natrix,Chuvashia,RU,1005,2012/Natrix_natrix/32525873.jpeg
21053324,False,Natrix natrix,Chuvashia,RU,1005,2012/Natrix_natrix/32525863.jpeg
21053324,False,Natrix natrix,Chuvashia,RU,1005,2012/Natrix_natrix/32525877.jpeg
21053324,False,Natrix natrix,Chuvashia,RU,1005,2012/Natrix_natrix/32525882.jpeg
72347308,False,Natrix natrix,Bavaria,DE,1005,2012/Natrix_natrix/117941580.jpeg
72731874,False,Natrix natrix,Styria,AT,1005,2012/Natrix_natrix/118633098.jpeg
72731874,False,Natrix natrix,Styria,AT,1005,2012/Natrix_natrix/118633138.jpeg
72731874,False,Natrix natrix,Styria,AT,1005,2012/Natrix_natrix/118633119.jpeg
72731874,False,Natrix natrix,Styria,AT,1005,2012/Natrix_natrix/118633145.jpeg
72731874,False,Natrix natrix,Styria,AT,1005,2012/Natrix_natrix/118633173.jpeg
36283464,False,Natrix natrix,Crimea,UA,1005,2012/Natrix_natrix/57337535.jpg
64029635,False,Natrix natrix,Chuvashia,RU,1005,2012/Natrix_natrix/102867632.jpg
65804404,False,Natrix natrix,Brest,BY,1005,2012/Natrix_natrix/105977017.jpg
92450718,False,Natrix natrix,Zadarska,HR,1005,2012/Natrix_natrix/153080825.jpg
104053079,False,Natrix natrix,Kharkiv,UA,1005,2012/Natrix_natrix/174296805.jpeg
104053079,False,Natrix natrix,Kharkiv,UA,1005,2012/Natrix_natrix/174296785.jpeg
104053079,False,Natrix natrix,Kharkiv,UA,1005,2012/Natrix_natrix/174296796.jpeg
8724971,False,Natrix natrix,Alands landsbygd,AX,1005,2012/Natrix_natrix/11704215.jpg
8724971,False,Natrix natrix,Alands landsbygd,AX,1005,2012/Natrix_natrix/11704234.jpg
8724971,False,Natrix natrix,Alands landsbygd,AX,1005,2012/Natrix_natrix/11704262.jpg
8724971,False,Natrix natrix,Alands landsbygd,AX,1005,2012/Natrix_natrix/11704274.jpg
64586346,False,Natrix natrix,Alytaus apskritis,LT,1005,2012/Natrix_natrix/103854931.jpeg
38552701,False,Natrix natrix,Mecklenburg-Vorpommern,DE,1005,2012/Natrix_natrix/61289493.jpg
45599571,False,Natrix natrix,Pskov,RU,1005,2012/Natrix_natrix/72310121.jpeg
68908077,False,Natrix natrix,Dolj,RO,1005,2012/Natrix_natrix/111693342.jpeg
