observation_id,endemic,binomial_name,country,code,class_id,file_path
41180835,True,Ahaetulla nasuta,Uva,LK,36,2020/Ahaetulla_nasuta/65305297.jpeg
81568289,False,Dendroaspis polylepis,Central,BW,455,2019/Dendroaspis_polylepis/133804422.jpg
30801589,False,Tropidolaemus subannulatus,Sarawak,MY,1508,2011/Tropidolaemus_subannulatus/48144154.jpg
102302239,False,Telescopus semiannulatus,Kunene,unknown,1410,2018/Telescopus_semiannulatus/170979877.jpeg
50052004,True,Ahaetulla borealis,Maharashtra,IN,29,2018/Ahaetulla_borealis/79475178.jpeg
86130201,False,Coronella girondica,Aragon,ES,346,2021/Coronella_girondica/141839888.jpeg
12118715,False,Crotalus oreganus,California,US,376,2018/Crotalus_oreganus/17383346.jpeg
19493338,True,Tropidoclonion lineatum,Texas,US,1501,2019/Tropidoclonion_lineatum/30036426.jpeg
47284252,False,Hemorrhois hippocrepis,Constantine,DZ,688,2020/Hemorrhois_hippocrepis/74988645.jpeg
8474144,True,Crotalus triseriatus,Morelos,MX,393,2017/Crotalus_triseriatus/11298877.jpeg
26094901,False,Charina bottae,Washington,US,272,2019/Charina_bottae/40489464.jpeg
27173637,False,Lampropeltis triangulum,Ohio,US,772,2019/Lampropeltis_triangulum/42251455.jpg
90388480,False,Philodryas olfersii,Rio Grande do Sul,BR,1112,2021/Philodryas_olfersii/149384176.jpeg
27444715,False,Thamnophis saurita,Florida,US,1442,2019/Thamnophis_saurita/42702390.jpg
74604657,False,Bothrops pauloensis,Mato Grosso,BR,207,2015/Bothrops_pauloensis/121951793.jpg
38648343,False,Bothrops asper,Puntarenas,CR,188,2016/Bothrops_asper/61455711.jpeg
54051882,False,Heterodon kennerlyi,unknown,unknown,691,2009/Heterodon_kennerlyi/85986835.jpg
53212440,False,Coniophanes piceivittis,Cortes,HN,327,2014/Coniophanes_piceivittis/84621254.jpg
75661267,False,Bothrops jararaca,Rio de Janeiro,BR,197,2020/Bothrops_jararaca/123811470.jpg
52436869,False,Calloselasma rhodostoma,Chumphon,TH,248,2020/Calloselasma_rhodostoma/83357493.jpg
78674951,False,Ahaetulla prasina,unknown,SG,38,2021/Ahaetulla_prasina/128786017.jpeg
10734872,False,Micrurus nigrocinctus,Comayagua,HN,949,2018/Micrurus_nigrocinctus/15000960.jpg
63833061,False,Crotalus atrox,Durango,MX,359,2017/Crotalus_atrox/102515567.jpg
7389006,True,Regina grahamii,Missouri,US,1256,2017/Regina_grahamii/9589845.jpg
44951205,False,Natrix natrix,Brasov,RO,1005,2015/Natrix_natrix/71264679.jpg
348853,False,Thamnophis errans,Chihuahua,MX,1430,2009/Thamnophis_errans/434709.jpg
33881503,False,Boiga multomaculata,Sai Kung,HK,161,2019/Boiga_multomaculata/53263506.jpg
19957168,False,Acrochordus arafurae,Northern Territory,AU,12,2013/Acrochordus_arafurae/30794136.jpg
54616242,False,Lycodon capucinus,Phetchaburi,TH,838,2011/Lycodon_capucinus/86910813.jpg
33579748,False,Rhynchocalamus melanocephalus,West Bank,PS,1302,2019/Rhynchocalamus_melanocephalus/52751959.jpg
1118203,False,Thamnophis melanogaster,Guanajuato,MX,1436,2014/Thamnophis_melanogaster/1405635.jpg
10156135,False,Coluber constrictor,San Luis Potosi,MX,317,2018/Coluber_constrictor/14015832.jpg
68661324,False,Austrelaps ramsayi,New South Wales,AU,122,2021/Austrelaps_ramsayi/111236631.jpeg
65305509,False,Phrynonax poecilonotus,Caldas,CO,1130,2019/Phrynonax_poecilonotus/105087035.jpeg
67909546,False,Psammophis notostictus,Western Cape,ZA,1186,2021/Psammophis_notostictus/109915871.jpg
73614399,False,Oxyrhopus clathratus,Minas Gerais,BR,1068,2021/Oxyrhopus_clathratus/120205063.jpeg
4636019,False,Lycodon rufozonatus,Chungcheongnam-do,KR,850,2012/Lycodon_rufozonatus/5609870.jpg
89250042,False,Storeria occipitomaculata,Ontario,CA,1359,2021/Storeria_occipitomaculata/147364518.jpg
34138089,False,Lampropeltis triangulum,Pennsylvania,US,772,2014/Lampropeltis_triangulum/53687696.jpeg
85110893,False,Coronella austriaca,Lower Austria,AT,345,2021/Coronella_austriaca/139981232.jpeg
60457816,False,Thamnophis butleri,Michigan,US,1423,2020/Thamnophis_butleri/96672209.jpeg
33670215,False,Vipera aspis,Centre,FR,1527,2019/Vipera_aspis/52906635.jpeg
51450493,False,Laticauda colubrina,Sabah,MY,778,2019/Laticauda_colubrina/81745197.jpg
6772081,True,Diadophis punctatus,Chihuahua,MX,467,2017/Diadophis_punctatus/8607548.jpg
51116961,True,Lampropeltis getula,North Carolina,US,759,2003/Lampropeltis_getula/81198384.jpg
104062840,False,Naja mossambica,Limpopo,ZA,984,2021/Naja_mossambica/174318504.jpeg
73145301,True,Crotalus pyrrhus,California,US,381,2021/Crotalus_pyrrhus/119380434.jpg
29930891,False,Bothrops atrox,Sangre Grande,TT,189,2019/Bothrops_atrox/46737745.jpeg
29713703,False,Indotyphlops braminus,Florida,US,742,2019/Indotyphlops_braminus/46386606.jpeg
40928468,True,Agkistrodon conanti,Florida,US,22,2019/Agkistrodon_conanti/64888866.jpeg
92749925,False,Micruroides euryxanthus,Arizona,US,917,2021/Micruroides_euryxanthus/154389283.jpg
68144715,False,Philothamnus hoplogaster,KwaZulu-Natal,ZA,1120,2021/Philothamnus_hoplogaster/110913409.jpg
30581452,False,Leptodeira septentrionalis,Alajuela,CR,798,2019/Leptodeira_septentrionalis/47784355.jpeg
79987789,False,Storeria occipitomaculata,Ontario,CA,1359,2021/Storeria_occipitomaculata/131053959.jpg
92660492,False,Trimorphodon tau,Hidalgo,MX,1498,2020/Trimorphodon_tau/153459203.jpeg
34100673,False,Bothriechis lateralis,Guanacaste,CR,173,2019/Bothriechis_lateralis/53626433.jpg
94256459,False,Naja naja,Bihar,IN,985,2020/Naja_naja/156334622.jpg
83253660,False,Rena dulcis,Texas,US,1260,2021/Rena_dulcis/136717863.jpg
38253560,False,Bitis xeropaga,Northern Cape,ZA,135,2020/Bitis_xeropaga/60769311.jpeg
73869455,False,Bothriechis schlegelii,Risaralda,CO,177,2020/Bothriechis_schlegelii/120660219.jpeg
76805871,False,Pituophis catenifer,British Columbia,CA,1136,2021/Pituophis_catenifer/125619164.jpeg
45080352,False,Bothrops itapetiningae,Federal District,BR,196,2018/Bothrops_itapetiningae/71472129.jpeg
238749,False,Micrurus tener,Texas,US,958,2012/Micrurus_tener/299329.JPG
3909913,False,Crotalus viridis,Wyoming,US,396,2016/Crotalus_viridis/4596673.jpg
85487926,False,Leptodeira rhombifera,Guanacaste,CR,796,2021/Leptodeira_rhombifera/140667130.jpeg
57614233,False,Thamnophis proximus,Chiapas,MX,1438,2019/Thamnophis_proximus/91917560.jpeg
79508884,False,Boa constrictor,Santa Fe,AR,136,2021/Boa_constrictor/130233608.jpg
9855204,True,Rhabdophis tigrinus,unknown,unknown,1278,2007/Rhabdophis_tigrinus/13498657.jpg
88656784,False,Amphiesma stolatum,Bihar,IN,54,2021/Amphiesma_stolatum/146306288.jpg
32965105,False,Philodryas olfersii,Piaui,BR,1112,2019/Philodryas_olfersii/51802593.jpg
69263812,False,Coluber constrictor,Florida,US,317,2021/Coluber_constrictor/112358352.jpg
100417309,False,Opheodrys vernalis,Ontario,CA,1048,2021/Opheodrys_vernalis/167513658.jpeg
313067,False,Pantherophis spiloides,Illinois,US,1089,2013/Pantherophis_spiloides/388539.JPG
78041074,False,Pantherophis vulpinus,Ontario,CA,1090,2021/Pantherophis_vulpinus/127674342.jpeg
66585208,True,Atractus crassicaudatus,Cundinamarca,CO,102,2020/Atractus_crassicaudatus/107371984.jpeg
96324675,True,Liodytes alleni,Florida,US,821,2021/Liodytes_alleni/160010222.jpg
104669197,False,Boa constrictor,Meta,CO,136,2022/Boa_constrictor/175434974.jpg
76587544,False,Coluber constrictor,North Carolina,US,317,2021/Coluber_constrictor/125269504.jpg
47601784,False,Tropidonophis mairii,Queensland,AU,1510,2020/Tropidonophis_mairii/75504181.jpg
39239255,False,Simalia kinghorni,Queensland,AU,1331,2019/Simalia_kinghorni/62228203.jpg
30974922,False,Bungarus multicinctus,Taipei,TW,225,2019/Bungarus_multicinctus/48432134.jpeg
89315713,False,Boiga cyanea,Ranong,TH,149,2021/Boiga_cyanea/147482642.jpeg
35115808,False,Ptyas mucosa,Karnataka,IN,1245,2018/Ptyas_mucosa/55353180.jpeg
6172196,False,Micrurus elegans,Baja Verapaz,GT,934,2017/Micrurus_elegans/7742319.jpeg
104329402,False,Dendrelaphis schokari,Southern,LK,446,2022/Dendrelaphis_schokari/174793011.jpg
64032153,False,Hemorrhois hippocrepis,Andalusia,ES,688,2020/Hemorrhois_hippocrepis/102873204.jpeg
47382946,False,Natrix natrix,Central Jutland,DK,1005,2020/Natrix_natrix/75150738.jpg
9122597,False,Bitis arietans,Western Cape,ZA,124,2017/Bitis_arietans/12327287.jpeg
37589808,False,Rhinocheilus lecontei,unknown,unknown,1298,2017/Rhinocheilus_lecontei/59619483.jpeg
42577577,False,Aparallactus capensis,Southern Region,MW,66,2020/Aparallactus_capensis/67607530.jpg
54313686,True,Tropidophis melanurus,unknown,unknown,1513,2020/Tropidophis_melanurus/86416227.jpg
103560880,False,Austrelaps ramsayi,New South Wales,AU,122,2021/Austrelaps_ramsayi/173355068.jpg
36027304,False,Spilotes sulphureus,Brokopondo,SR,1352,2005/Spilotes_sulphureus/56895415.jpg
59053187,False,Heterodon nasicus,Minnesota,US,692,2020/Heterodon_nasicus/94327205.jpeg
26581769,False,Lampropeltis triangulum,Ontario,CA,772,2019/Lampropeltis_triangulum/41285356.jpg
7010938,False,Liopeltis tricolor,West Java,ID,825,2015/Liopeltis_tricolor/8986432.jpeg
90499857,True,Tropidoclonion lineatum,Missouri,US,1501,2021/Tropidoclonion_lineatum/149582356.jpg
69939326,False,Bothrops atrox,Borough of Arima,TT,189,2018/Bothrops_atrox/113603071.jpg
30977939,False,Natrix tessellata,Licko-Senjska,HR,1006,2019/Natrix_tessellata/48437504.jpeg
64810559,False,Dispholidus typus,Western Cape,ZA,496,2020/Dispholidus_typus/104253489.jpeg
82657826,False,Amphiesma stolatum,Uttarakhand,IN,54,2021/Amphiesma_stolatum/135686305.jpeg
30654526,False,Leptophis mexicanus,Alajuela,CR,807,2019/Leptophis_mexicanus/47902314.jpeg
101239944,False,Imantodes cenchoa,Alajuela,CR,735,2021/Imantodes_cenchoa/169050032.jpeg
37252986,False,Boiga irregularis,Queensland,AU,156,2020/Boiga_irregularis/59025686.jpeg
101701078,True,Dipsas sanctijoannis,Boyaca,CO,486,2021/Dipsas_sanctijoannis/169866178.jpg
8528248,True,Pituophis vertebralis,Baja California Sur,MX,1141,2017/Pituophis_vertebralis/11388878.jpg
92876630,False,Dendrelaphis punctulatus,Queensland,AU,445,2021/Dendrelaphis_punctulatus/153850781.jpeg
5146925,False,Oxybelis brevirostris,Esmeraldas,EC,1063,2009/Oxybelis_brevirostris/6339063.jpg
45971469,False,Oligodon cinereus,Tai Po,HK,1034,2016/Oligodon_cinereus/72912853.jpeg
83540812,True,Trimerodytes percarinatus,unknown,HK,1491,2021/Trimerodytes_percarinatus/137215710.jpg
54432533,False,Conophis lineatus,Francisco Morazan,HN,330,2020/Conophis_lineatus/86611137.jpg
66043769,False,Thamnophis proximus,Oaxaca,MX,1438,2020/Thamnophis_proximus/106386039.jpeg
29874714,False,Lampropeltis triangulum,Vermont,US,772,2019/Lampropeltis_triangulum/46647796.jpg
3028633,False,Lichanura orcutti,California,US,817,2016/Lichanura_orcutti/3486385.JPG
35429336,False,Trimorphodon tau,Morelos,MX,1498,2019/Trimorphodon_tau/55865712.jpg
97605097,True,Farancia abacura,North Carolina,US,615,2021/Farancia_abacura/162352611.jpeg
60908387,True,Carphophis amoenus,North Carolina,US,254,2020/Carphophis_amoenus/97417727.jpeg
21049819,False,Bothrops alternatus,Buenos Aires F.D.,AR,186,2018/Bothrops_alternatus/32521016.jpg
80342524,False,Ptyas major,Taiwan,TW,1244,2021/Ptyas_major/131672779.jpeg
97862071,False,Thamnophis saurita,Florida,US,1442,2021/Thamnophis_saurita/162825864.jpeg
88139034,False,Storeria occipitomaculata,Alabama,US,1359,2021/Storeria_occipitomaculata/145391214.jpg
74740965,False,Ovophis tonkinensis,Ha Noi,VN,1061,2021/Ovophis_tonkinensis/122193402.jpeg
18467069,True,Sistrurus miliarius,Florida,US,1344,2018/Sistrurus_miliarius/28236631.jpg
31941278,False,Zamenis longissimus,Brittany,FR,1568,2019/Zamenis_longissimus/50038813.jpeg
81655387,True,Atractus crassicaudatus,Cundinamarca,CO,102,2015/Atractus_crassicaudatus/133945563.jpeg
40669187,False,Eunectes murinus,Loreto,PE,611,2015/Eunectes_murinus/64467283.jpg
42009288,False,Lampropeltis californiae,California,US,754,2020/Lampropeltis_californiae/66672748.jpg
54828726,False,Echis carinatus,Maharashtra,IN,521,2006/Echis_carinatus/87264927.jpeg
82168175,False,Coronella austriaca,Rheinland-Pfalz,DE,345,2021/Coronella_austriaca/134837787.jpeg
45303719,False,Imantodes gemmistratus,Sinaloa,MX,737,2014/Imantodes_gemmistratus/71826192.jpeg
74889543,False,Mastigodryas pleii,Huila,CO,904,2021/Mastigodryas_pleii/122454203.jpeg
5937566,True,Regina grahamii,Oklahoma,US,1256,2017/Regina_grahamii/7411983.jpg
15469436,True,Chilomeniscus stramineus,Arizona,US,281,2016/Chilomeniscus_stramineus/23212502.jpg
43052168,False,Zamenis scalaris,Setubal,PT,1570,2020/Zamenis_scalaris/68357100.jpeg
52547535,False,Coronella austriaca,Saxony,DE,345,2020/Coronella_austriaca/83541630.jpg
28368494,True,Trimerodytes percarinatus,Taipei,TW,1491,2019/Trimerodytes_percarinatus/107242816.jpg
22111653,False,Tomodon ocellatus,Rio Negro,UY,1457,2019/Tomodon_ocellatus/34228921.jpg
37222352,False,Chrysopelea ornata,Karnataka,IN,304,2019/Chrysopelea_ornata/58973620.jpeg
105016269,False,Sibon nebulatus,Risaralda,CO,1322,2022/Sibon_nebulatus/176101453.jpeg
94008419,False,Trimeresurus purpureomaculatus,Johor,MY,1479,2021/Trimeresurus_purpureomaculatus/155888460.jpeg
63880223,False,Mastigodryas melanolomus,Quintana Roo,MX,903,2020/Mastigodryas_melanolomus/102600778.jpg
82860853,False,Vipera aspis,Aosta Valley,IT,1527,2021/Vipera_aspis/136032675.jpeg
59505790,False,Ninia sebae,Veracruz,MX,1024,2020/Ninia_sebae/95083348.jpeg
72304442,True,Haldea striatula,Texas,US,662,2021/Haldea_striatula/117861050.jpeg
14128227,False,Lycodon futsingensis,Tsuen Wan,HK,844,2018/Lycodon_futsingensis/20931527.jpg
54676036,False,Laticauda laticaudata,Okinawa,JP,780,2018/Laticauda_laticaudata/87012505.jpg
51143120,True,Philodryas chamissonis,Valparaiso,CL,1110,2012/Philodryas_chamissonis/81229829.jpeg
66736962,False,Natrix tessellata,Sibensko-Kniniska,HR,1006,2015/Natrix_tessellata/107652927.jpg
92865067,False,Elaphe dione,Gyeonggi-do,KR,538,2021/Elaphe_dione/153827954.jpg
57679149,False,Erythrolamprus epinephalus,Antioquia,CO,584,2020/Erythrolamprus_epinephalus/92025137.jpeg
92884844,False,Vipera berus,Ostrobothnia,FI,1528,2021/Vipera_berus/153865631.jpeg
14556663,False,Drymobius margaritiferus,Veracruz,MX,507,2018/Drymobius_margaritiferus/21685915.jpeg
5069800,True,Conopsis nasus,Hidalgo,MX,336,2010/Conopsis_nasus/6221306.jpeg
78358370,True,Philodryas chamissonis,Coquimbo,CL,1110,2021/Philodryas_chamissonis/128228087.jpeg
24599595,False,Leptodeira annulata,El Beni,BO,787,2019/Leptodeira_annulata/38012836.jpeg
100635066,False,Crotalus simus,Guanacaste,CR,385,2021/Crotalus_simus/167990567.jpg
8599455,False,Bitis atropos,KwaZulu-Natal,ZA,126,2017/Bitis_atropos/11497315.jpeg
9441192,False,Pseudaspis cana,Western Cape,ZA,1207,2017/Pseudaspis_cana/12836540.jpg
12737971,False,Opheodrys aestivus,Texas,US,1047,2018/Opheodrys_aestivus/18450889.jpg
105344306,False,Micrurus nigrocinctus,Rivas,NI,949,2022/Micrurus_nigrocinctus/176733618.jpeg
29018770,False,Eunectes notaeus,Mato Grosso,BR,612,2019/Eunectes_notaeus/45268251.jpeg
51736211,False,Storeria occipitomaculata,Ontario,CA,1359,2020/Storeria_occipitomaculata/82216889.jpg
49059844,False,Echiopsis curta,Western Australia,AU,520,2017/Echiopsis_curta/77870656.jpg
26576039,False,Charina bottae,California,US,272,2019/Charina_bottae/41276112.jpg
39050588,False,Natrix natrix,Klaipedos apskritis,LT,1005,2019/Natrix_natrix/61976295.jpeg
27245998,False,Leptodeira punctata,Sinaloa,MX,795,2019/Leptodeira_punctata/42371498.jpeg
9915289,False,Conophis lineatus,Quintana Roo,MX,330,2018/Conophis_lineatus/13600902.jpg
37610306,False,Xenopeltis unicolor,Soc Trang,VN,1559,2019/Xenopeltis_unicolor/59655586.jpg
83194107,True,Crotalus polystictus,Mexico City,MX,378,2021/Crotalus_polystictus/136612755.jpeg
49707038,False,Ptyas mucosa,Kerala,IN,1245,2020/Ptyas_mucosa/78913375.jpeg
92766405,False,Protobothrops mucrosquamatus,Taipei,TW,1170,2021/Protobothrops_mucrosquamatus/153650321.jpg
40585336,False,Micrurus tener,Texas,US,958,2020/Micrurus_tener/64325463.jpg
18422033,False,Coelognathus erythrurus,unknown,PH,312,2018/Coelognathus_erythrurus/28161244.jpg
45156992,True,Natrix helvetica,England,GB,1003,2018/Natrix_helvetica/71596513.jpg
11284672,False,Pseudaspis cana,Western Cape,ZA,1207,2016/Pseudaspis_cana/16048133.jpg
75617153,False,Nerodia rhombifer,Texas,US,1015,2021/Nerodia_rhombifer/123735545.jpeg
25303167,False,Antaresia childreni,Northern Territory,AU,63,2019/Antaresia_childreni/39177677.jpg
20474165,False,Phyllorhynchus decurtatus,Arizona,US,1134,2017/Phyllorhynchus_decurtatus/31604583.jpg
2521269,False,Heterodon nasicus,Texas,US,692,2009/Heterodon_nasicus/2828897.JPG
67148620,False,Dendrelaphis tristis,Gujarat,IN,450,2012/Dendrelaphis_tristis/108417294.jpeg
65984464,False,Drymarchon melanurus,Sonora,MX,505,2013/Drymarchon_melanurus/106277423.jpg
36306627,False,Trimeresurus albolabris,Chiang Mai,TH,1463,2019/Trimeresurus_albolabris/57376241.jpeg
55506483,False,Vipera nikolskii,Kharkiv,UA,1537,2008/Vipera_nikolskii/88388969.jpeg
72139051,False,Aspidelaps lubricus,Erongo,unknown,81,2019/Aspidelaps_lubricus/117567235.jpg
55401445,False,Uropeltis macrolepis,Maharashtra,IN,1520,2014/Uropeltis_macrolepis/88216401.jpeg
858642,True,Nerodia cyclopion,Texas,US,1009,2014/Nerodia_cyclopion/1089061.jpg
93998682,False,Natrix natrix,Astrakhan,RU,1005,2021/Natrix_natrix/155871321.jpeg
96505469,False,Boa imperator,Tabasco,MX,137,2021/Boa_imperator/160324025.jpeg
66005361,False,Psammophis brevirostris,KwaZulu-Natal,ZA,1177,2020/Psammophis_brevirostris/106315327.jpg
72157690,False,Hemorrhois hippocrepis,Lisbon,PT,688,2021/Hemorrhois_hippocrepis/117600323.jpg
61469165,False,Ahaetulla prasina,Selangor,MY,38,2020/Ahaetulla_prasina/98368333.jpeg
63644989,False,Gloydius ussuriensis,Chungcheongbuk-do,KR,649,2020/Gloydius_ussuriensis/102180055.jpeg
4428905,True,Masticophis flagellum,San Luis Potosi,MX,891,2010/Masticophis_flagellum/5328540.jpeg
102050332,False,Thamnophis proximus,Texas,US,1438,2021/Thamnophis_proximus/170508157.jpeg
86565168,True,Carphophis amoenus,Illinois,US,254,2021/Carphophis_amoenus/142626376.jpg
47276162,False,Psammophis mossambicus,Kunene,unknown,1184,2020/Psammophis_mossambicus/74978226.jpeg
63927745,False,Boa constrictor,Norte de Santander,CO,136,2019/Boa_constrictor/102683698.jpg
6463002,False,Masticophis mentovarius,Morelos,MX,894,2017/Masticophis_mentovarius/8170626.jpg
38433593,False,Helicops leopardinus,Formosa,AR,678,2017/Helicops_leopardinus/61081016.jpeg
64460086,False,Crotalus cerastes,unknown,unknown,363,2020/Crotalus_cerastes/103636641.jpeg
47780823,False,Masticophis lateralis,California,US,893,2020/Masticophis_lateralis/75792572.jpg
15163120,False,Gloydius ussuriensis,Chungcheongnam-do,KR,649,2018/Gloydius_ussuriensis/22671696.jpg
4214351,False,Heterodon platirhinos,unknown,unknown,693,2016/Heterodon_platirhinos/5027922.jpg
65951662,False,Malpolon monspessulanus,Lisbon,PT,887,2020/Malpolon_monspessulanus/106236788.jpg
37902579,False,Antaresia childreni,Northern Territory,AU,63,2020/Antaresia_childreni/60157086.jpeg
69070537,True,Micrurus diastema,Quintana Roo,MX,929,2021/Micrurus_diastema/111994810.jpeg
97532636,False,Hemorrhois hippocrepis,Balearic Islands,ES,688,2021/Hemorrhois_hippocrepis/162223843.jpg
22971460,False,Rena dulcis,Texas,US,1260,2019/Rena_dulcis/35608185.jpg
19742140,False,Pseudonaja affinis,Western Australia,AU,1224,2019/Pseudonaja_affinis/30418324.jpeg
77598613,False,Tropidodipsas sartorii,Veracruz,MX,1506,2020/Tropidodipsas_sartorii/127000754.jpeg
24280101,False,Pantherophis obsoletus,Texas,US,1086,2019/Pantherophis_obsoletus/37546321.jpeg
7832031,False,Liasis olivaceus,Queensland,AU,816,2008/Liasis_olivaceus/10308953.jpeg
67186699,False,Afrotyphlops schlegelii,Limpopo,ZA,20,2013/Afrotyphlops_schlegelii/108488918.jpg
44723558,False,Natrix tessellata,Trentino-Alto Adige,IT,1006,2020/Natrix_tessellata/70902789.jpg
75555716,False,Vipera berus,Central Jutland,DK,1528,2021/Vipera_berus/123627577.jpg
5202366,True,Thamnophis sirtalis,unknown,unknown,1445,2017/Thamnophis_sirtalis/6421981.jpg
10447903,False,Dispholidus typus,Mara,TZ,496,2018/Dispholidus_typus/14522649.jpg
4674462,False,Contia tenuis,California,US,338,2016/Contia_tenuis/5663249.jpeg
103205309,False,Storeria dekayi,Massachusetts,US,1357,2021/Storeria_dekayi/172678942.jpeg
7249448,False,Crotalus tzabcan,Yucatan,MX,394,2017/Crotalus_tzabcan/9365718.jpg
13927396,False,Hypsiglena jani,Tamaulipas,MX,726,2018/Hypsiglena_jani/20577664.jpg
103420636,False,Philothamnus occidentalis,KwaZulu-Natal,ZA,1122,2021/Philothamnus_occidentalis/173085358.jpeg
39804407,False,Thamnophis hammondii,California,US,1433,2020/Thamnophis_hammondii/63188865.jpeg
46437467,False,Nerodia rhombifer,Texas,US,1015,2020/Nerodia_rhombifer/73652460.jpeg
69393406,False,Sistrurus tergeminus,Kansas,US,1345,2016/Sistrurus_tergeminus/112574985.jpeg
22387183,False,Erythrolamprus taeniogaster,Putumayo,CO,598,2019/Erythrolamprus_taeniogaster/34673420.jpeg
82376130,False,Thamnophis radix,South Dakota,US,1440,2021/Thamnophis_radix/135192263.jpeg
83477972,False,Coniophanes fissidens,Oaxaca,MX,323,2021/Coniophanes_fissidens/137108232.jpeg
54591036,False,Dendrelaphis calligaster,West Papua,ID,429,2020/Dendrelaphis_calligaster/86871947.jpg
96045763,False,Trimeresurus albolabris,Wong Tai Sin,HK,1463,2021/Trimeresurus_albolabris/159518018.png
389821,True,Crotalus morulus,Nuevo Leon,MX,375,2008/Crotalus_morulus/487567.jpg
42427605,False,Zamenis persicus,Lankaran,AZ,1569,2011/Zamenis_persicus/67365427.jpg
92365541,False,Philothamnus hoplogaster,Mtwara,TZ,1120,2019/Philothamnus_hoplogaster/152928232.jpeg
96697792,True,Rhadinaea flavilata,Florida,US,1284,2021/Rhadinaea_flavilata/160683254.jpg
90662345,False,Micrurus hemprichii,Meta,CO,938,2021/Micrurus_hemprichii/149899105.jpeg
79253393,False,Daboia russelii,Karnataka,IN,415,2021/Daboia_russelii/129796653.jpeg
18497136,False,Storeria victa,Florida,US,1361,2018/Storeria_victa/28289822.jpg
26811449,False,Lampropeltis zonata,Oregon,US,773,2019/Lampropeltis_zonata/41653887.jpg
9171822,False,Bothrops asper,Oaxaca,MX,188,2014/Bothrops_asper/12408468.jpeg
77649336,False,Platyceps najadum,Dagestan,RU,1146,2021/Platyceps_najadum/127007049.jpeg
7065874,False,Porthidium nasutum,Heredia,CR,1157,2017/Porthidium_nasutum/9072397.jpg
17184634,False,Bungarus multicinctus,Taiwan,TW,225,2018/Bungarus_multicinctus/26044326.jpeg
52930638,False,Bungarus multicinctus,unknown,unknown,225,2020/Bungarus_multicinctus/84166681.jpeg
1177133,True,Pituophis deppei,Coahuila,MX,1137,2012/Pituophis_deppei/1485515.JPG
60834866,False,Coniophanes imperialis,Texas,US,324,2020/Coniophanes_imperialis/97298130.jpeg
62606079,False,Pseudoboa neuwiedii,Miranda,VE,1215,2016/Pseudoboa_neuwiedii/100336351.jpeg
65035661,False,Hemorrhois hippocrepis,Faro,PT,688,2020/Hemorrhois_hippocrepis/104645951.jpg
505304,False,Crotaphopeltis hotamboeia,"Southern Nations, Nationalities, and People's Region",ET,398,2013/Crotaphopeltis_hotamboeia/643514.jpg
17126240,False,Vipera ammodytes,Central Serbia,RS,1526,2018/Vipera_ammodytes/25939854.jpeg
14611695,False,Pituophis catenifer,California,US,1136,2018/Pituophis_catenifer/21784394.jpeg
78641099,False,Lampropeltis zonata,California,US,773,2021/Lampropeltis_zonata/128723332.jpg
8756785,False,Storeria occipitomaculata,Ontario,CA,1359,2009/Storeria_occipitomaculata/11770863.jpeg
93040668,False,Heterodon platirhinos,Ontario,CA,693,2021/Heterodon_platirhinos/154174273.jpg
9861190,True,Masticophis flagellum,Sonora,MX,891,2018/Masticophis_flagellum/13529444.jpg
